iteration,objective_evaluations,current_length,best_length,candidate_length,delta,tabu_used,improved_best
335,13400,14286.998262463516,13804.518350857823,14286.998262463516,71.45385535721489,False,False
336,13440,14314.546969229032,13804.518350857823,14314.546969229032,27.548706765515018,False,False
337,13480,14253.817879525095,13804.518350857823,14253.817879525095,-60.72908970393627,False,False
338,13520,14206.17231268209,13804.518350857823,14206.17231268209,-47.645566843004346,False,False
339,13560,14208.95173754156,13804.518350857823,14208.95173754156,2.7794248594692874,False,False
340,13600,14171.643478298705,13804.518350857823,14171.643478298705,-37.30825924285375,False,False
341,13640,14079.130900056225,13804.518350857823,14079.130900056225,-92.5125782424805,False,False
342,13680,13910.490269219583,13804.518350857823,13910.490269219583,-168.64063083664277,False,False
343,13720,13867.990523750837,13804.518350857823,13867.990523750837,-42.49974546874569,False,False
344,13760,13738.876797117766,13738.876797117766,13738.876797117766,-129.11372663307185,False,True
345,13800,13718.482526134447,13718.482526134447,13718.482526134447,-20.394270983319416,False,True
346,13840,13827.29894470419,13718.482526134447,13827.29894470419,108.81641856974176,False,False
347,13880,13783.65298178853,13718.482526134447,13783.65298178853,-43.64596291566063,False,False
348,13920,13810.252453094181,13718.482526134447,13810.252453094181,26.599471305651548,False,False
349,13960,13875.398308529242,13718.482526134447,13875.398308529242,65.1458554350618,False,False
350,14000,13821.62505304917,13718.482526134447,13821.62505304917,-53.773255480071015,False,False
351,14040,13827.274108318385,13718.482526134447,13827.274108318385,5.649055269213335,False,False
352,14080,13757.288525991582,13718.482526134447,13757.288525991582,-69.98558232680188,False,False
353,14120,13649.260122403568,13649.260122403568,13649.260122403568,-108.0284035880145,False,True
354,14160,13561.412239370358,13561.412239370358,13561.412239370358,-87.84788303321008,False,True
355,14200,13483.387557516655,13483.387557516655,13483.387557516655,-78.02468185370329,False,True
356,14240,13474.147373494225,13474.147373494225,13474.147373494225,-9.240184022430867,False,True
357,14280,13450.612058767574,13450.612058767574,13450.612058767574,-23.53531472665034,True,True
358,14320,13524.332470869165,13450.612058767574,13524.332470869165,73.72041210159094,False,False
359,14360,13656.51093253532,13450.612058767574,13656.51093253532,132.17846166615567,False,False
360,14400,13629.375080401262,13450.612058767574,13629.375080401262,-27.135852134058098,False,False
361,14440,13569.776687979203,13450.612058767574,13569.776687979203,-59.598392422059064,False,False
362,14480,13569.249393351029,13450.612058767574,13569.249393351029,-0.5272946281747295,False,False
363,14520,13480.69433822008,13450.612058767574,13480.69433822008,-88.5550551309471,False,False
364,14560,13426.65525651849,13426.65525651849,13426.65525651849,-54.03908170158971,False,True
365,14600,13541.652384138204,13426.65525651849,13541.652384138204,114.9971276197131,False,False
366,14640,13542.423154703964,13426.65525651849,13542.423154703964,0.7707705657598733,False,False
367,14680,13537.386187905677,13426.65525651849,13537.386187905677,-5.036966798287665,False,False
368,14720,13610.205895141276,13426.65525651849,13610.205895141276,72.81970723559908,False,False
369,14760,13572.432510061311,13426.65525651849,13572.432510061311,-37.773385079964626,False,False
370,14800,13393.162213330763,13393.162213330763,13393.162213330763,-179.2702967305478,False,True
371,14840,13387.828042684561,13387.828042684561,13387.828042684561,-5.334170646201969,False,True
372,14880,13390.940117210415,13387.828042684561,13390.940117210415,3.1120745258544673,False,False
373,14920,13452.286785370954,13387.828042684561,13452.286785370954,61.34666816053924,False,False
374,14960,13514.189818812949,13387.828042684561,13514.189818812949,61.90303344199408,False,False
375,15000,13514.189818812949,13387.828042684561,13514.189818812949,-7.105427357601002e-15,False,False
376,15040,13491.878232729983,13387.828042684561,13491.878232729983,-22.311586082965675,False,False
377,15080,13669.074751912485,13387.828042684561,13669.074751912485,177.196519182502,False,False
378,15120,13640.35994246143,13387.828042684561,13640.35994246143,-28.71480945105492,False,False
379,15160,13683.402186647869,13387.828042684561,13683.402186647869,43.04224418643989,False,False
380,15200,13634.04865753873,13387.828042684561,13634.04865753873,-49.353529109138435,False,False
381,15240,13387.682765918124,13387.682765918124,13387.682765918124,-246.3658916206055,False,True
382,15280,13306.831887959217,13306.831887959217,13306.831887959217,-80.8508779589065,False,True
383,15320,13312.03071422833,13306.831887959217,13312.03071422833,5.1988262691131695,False,False
384,15360,13369.845653517676,13306.831887959217,13369.845653517676,57.81493928934427,False,False
385,15400,13497.596684800226,13306.831887959217,13497.596684800226,127.75103128255017,False,False
386,15440,13556.060678209124,13306.831887959217,13556.060678209124,58.46399340889698,False,False
387,15480,13647.45383407296,13306.831887959217,13647.45383407296,91.39315586383522,False,False
388,15520,13567.203167159687,13306.831887959217,13567.203167159687,-80.25066691327307,False,False
389,15560,13530.251273500317,13306.831887959217,13530.251273500317,-36.95189365937023,False,False
390,15600,13432.731270996432,13306.831887959217,13432.731270996432,-97.52000250388454,False,False
391,15640,13461.928770076402,13306.831887959217,13461.928770076402,29.197499079969077,False,False
392,15680,13492.645793746295,13306.831887959217,13492.645793746295,30.717023669893763,False,False
393,15720,13357.178493592279,13306.831887959217,13357.178493592279,-135.46730015401536,False,False
394,15760,13403.099559941062,13306.831887959217,13403.099559941062,45.92106634878293,False,False
395,15800,13394.935126970278,13306.831887959217,13394.935126970278,-8.16443297078338,False,False
396,15840,13478.186889761342,13306.831887959217,13478.186889761342,83.25176279106307,False,False
397,15880,13478.186889761342,13306.831887959217,13478.186889761342,0.0,False,False
398,15920,13416.840221600803,13306.831887959217,13416.840221600803,-61.34666816053926,False,False
399,15960,13504.957273221567,13306.831887959217,13504.957273221567,88.11705162076343,False,False
400,16000,13572.899715435207,13306.831887959217,13572.899715435207,67.94244221364004,False,False
401,16040,13580.488379756369,13306.831887959217,13580.488379756369,7.588664321161545,False,False
402,16080,13490.989848327874,13306.831887959217,13490.989848327874,-89.49853142849554,False,False
403,16120,13712.894467423492,13306.831887959217,13712.894467423492,221.90461909561725,False,False
404,16160,13710.129268830675,13306.831887959217,13710.129268830675,-2.765198592816546,False,False
405,16200,13613.284348558924,13306.831887959217,13613.284348558924,-96.84492027175112,False,False
406,16240,13477.962798767967,13306.831887959217,13477.962798767967,-135.32154979095628,False,False
407,16280,13480.863247578476,13306.831887959217,13480.863247578476,2.90044881051017,False,False
408,16320,13420.569126396946,13306.831887959217,13420.569126396946,-60.29412118152976,False,False
409,16360,13432.641142457565,13306.831887959217,13432.641142457565,12.072016060619234,False,False
410,16400,13414.33290312071,13306.831887959217,13414.33290312071,-18.30823933685474,False,False
411,16440,13263.453333519235,13263.453333519235,13263.453333519235,-150.87956960147412,False,True
412,16480,13224.237638169856,13224.237638169856,13224.237638169856,-39.215695349379544,False,True
413,16520,13410.565954916645,13224.237638169856,13410.565954916645,186.32831674678928,False,False
414,16560,13360.747303796074,13224.237638169856,13360.747303796074,-49.81865112057105,False,False
415,16600,13364.856462644577,13224.237638169856,13364.856462644577,4.109158848503768,False,False
416,16640,13365.386653974896,13224.237638169856,13365.386653974896,0.5301913303188996,False,False
417,16680,13339.847997469606,13224.237638169856,13339.847997469606,-25.53865650529127,False,False
418,16720,13541.049126953161,13224.237638169856,13541.049126953161,201.2011294835559,False,False
419,16760,13595.450916386626,13224.237638169856,13595.450916386626,54.40178943346562,False,False
420,16800,13604.725268288103,13224.237638169856,13604.725268288103,9.274351901477132,False,False
421,16840,13668.059039601929,13224.237638169856,13668.059039601929,63.333771313826546,False,False
422,16880,13732.344598308757,13224.237638169856,13732.344598308757,64.28555870682749,False,False
423,16920,13715.238141555794,13224.237638169856,13715.238141555794,-17.106456752962544,False,False
424,16960,13803.22960965628,13224.237638169856,13803.22960965628,87.99146810048617,False,False
425,17000,13681.308318497235,13224.237638169856,13681.308318497235,-121.92129115904609,False,False
426,17040,13641.62746880192,13224.237638169856,13641.62746880192,-39.68084969531382,False,False
427,17080,13765.0956186376,13224.237638169856,13765.0956186376,123.46814983568046,False,False
428,17120,13858.747673449112,13224.237638169856,13858.747673449112,93.65205481151075,False,False
429,17160,13958.996056693546,13224.237638169856,13958.996056693546,100.24838324443454,False,False
430,17200,13840.509025313206,13224.237638169856,13840.509025313206,-118.48703138034091,False,False
431,17240,13640.648141984724,13224.237638169856,13640.648141984724,-199.86088332848075,False,False
432,17280,13704.946639963902,13224.237638169856,13704.946639963902,64.29849797917791,False,False
433,17320,13696.77648121216,13224.237638169856,13696.77648121216,-8.170158751742406,False,False
434,17360,13739.882965363504,13224.237638169856,13739.882965363504,43.106484151343125,False,False
435,17400,13583.517815470988,13224.237638169856,13583.517815470988,-156.36514989251557,False,False
436,17440,13390.6029032553,13224.237638169856,13390.6029032553,-192.91491221568884,False,False
437,17480,13454.233287049636,13224.237638169856,13454.233287049636,63.630383794336865,False,False
438,17520,13431.012946238827,13224.237638169856,13431.012946238827,-23.220340810808636,False,False
439,17560,13592.894784402013,13224.237638169856,13592.894784402013,161.88183816318582,False,False
440,17600,13750.45182012419,13224.237638169856,13750.45182012419,157.55703572217647,False,False
441,17640,13742.647540185122,13224.237638169856,13742.647540185122,-7.804279939067186,False,False
442,17680,13923.690681806956,13224.237638169856,13923.690681806956,181.0431416218337,False,False
443,17720,13848.818039857302,13224.237638169856,13848.818039857302,-74.87264194965448,False,False
444,17760,13557.130252819761,13224.237638169856,13557.130252819761,-291.68778703754145,False,False
445,17800,13654.82879871023,13224.237638169856,13654.82879871023,97.69854589046925,False,False
446,17840,13643.484233848274,13224.237638169856,13643.484233848274,-11.344564861956655,False,False
447,17880,13611.909938866647,13224.237638169856,13611.909938866647,-31.574294981627645,False,False
448,17920,13570.752123991726,13224.237638169856,13570.752123991726,-41.157814874922195,False,False
449,17960,13528.333982123966,13224.237638169856,13528.333982123966,-42.41814186776026,False,False
450,18000,13573.754292402327,13224.237638169856,13573.754292402327,45.42031027836208,False,False
451,18040,13612.310970590801,13224.237638169856,13612.310970590801,38.55667818847313,False,False
452,18080,13537.859190611813,13224.237638169856,13537.859190611813,-74.45177997898865,False,False
453,18120,13582.497486436248,13224.237638169856,13582.497486436248,44.638295824434906,False,False
454,18160,13831.897385494116,13224.237638169856,13831.897385494116,249.39989905786783,False,False
455,18200,13823.576212660559,13224.237638169856,13823.576212660559,-8.321172833557753,False,False
456,18240,13645.265633275096,13224.237638169856,13645.265633275096,-178.31057938546286,False,False
457,18280,13709.774006038968,13224.237638169856,13709.774006038968,64.50837276387182,False,False
458,18320,13674.658206233433,13224.237638169856,13674.658206233433,-35.115799805535175,False,False
459,18360,13507.99748426073,13224.237638169856,13507.99748426073,-166.6607219727021,False,False
460,18400,13327.036143691139,13224.237638169856,13327.036143691139,-180.96134056959053,False,False
461,18440,13238.918127583613,13224.237638169856,13238.918127583613,-88.1180161075268,False,False
462,18480,13076.429038097622,13076.429038097622,13076.429038097622,-162.48908948599143,False,True
463,18520,13162.258650855516,13076.429038097622,13162.258650855516,85.82961275789401,False,False
464,18560,13414.63983153501,13076.429038097622,13414.63983153501,252.3811806794941,False,False
465,18600,13501.14109087695,13076.429038097622,13501.14109087695,86.50125934194,False,False
466,18640,13762.912811676788,13076.429038097622,13762.912811676788,261.7717207998376,False,False
467,18680,13590.890922538054,13076.429038097622,13590.890922538054,-172.02188913873462,False,False
468,18720,13715.223455556314,13076.429038097622,13715.223455556314,124.33253301825982,False,False
469,18760,13759.191429856755,13076.429038097622,13759.191429856755,43.96797430044201,False,False
470,18800,13795.502693485712,13076.429038097622,13795.502693485712,36.31126362895631,False,False
471,18840,13847.358014181793,13076.429038097622,13847.358014181793,51.85532069608115,False,False
472,18880,13862.400956215437,13076.429038097622,13862.400956215437,15.042942033643882,False,False
473,18920,13909.399552707044,13076.429038097622,13909.399552707044,46.99859649160666,False,False
474,18960,13883.414237822959,13076.429038097622,13883.414237822959,-25.9853148840848,False,False
475,19000,13869.185377514548,13076.429038097622,13869.185377514548,-14.228860308410788,False,False
476,19040,13876.398339950509,13076.429038097622,13876.398339950509,7.212962435959803,False,False
477,19080,14002.807549824029,13076.429038097622,14002.807549824029,126.40920987352014,False,False
478,19120,13843.138451558409,13076.429038097622,13843.138451558409,-159.66909826562,False,False
479,19160,13789.093511051437,13076.429038097622,13789.093511051437,-54.044940506971784,False,False
480,19200,14028.213295601148,13076.429038097622,14028.213295601148,239.1197845497114,False,False
481,19240,14124.709531688717,13076.429038097622,14124.709531688717,96.49623608756816,False,False
482,19280,14124.337001322276,13076.429038097622,14124.337001322276,-0.3725303664409978,False,False
483,19320,14177.571623885451,13076.429038097622,14177.571623885451,53.23462256317572,False,False
484,19360,14126.287162608087,13076.429038097622,14126.287162608087,-51.284461277364926,False,False
485,19400,14093.218345086763,13076.429038097622,14093.218345086763,-33.06881752132392,False,False
486,19440,14092.67939572279,13076.429038097622,14092.67939572279,-0.5389493639737566,False,False
487,19480,14093.816020626313,13076.429038097622,14093.816020626313,1.136624903524119,False,False
488,19520,13847.740441702583,13076.429038097622,13847.740441702583,-246.0755789237292,False,False
489,19560,13807.482606853278,13076.429038097622,13807.482606853278,-40.257834849304096,False,False
490,19600,13805.323259105016,13076.429038097622,13805.323259105016,-2.1593477482612684,False,False
491,19640,13731.649893677215,13076.429038097622,13731.649893677215,-73.67336542780112,False,False
492,19680,13758.88723138234,13076.429038097622,13758.88723138234,27.23733770512375,False,False
493,19720,13770.37459725701,13076.429038097622,13770.37459725701,11.487365874671077,False,False
494,19760,13912.027589695908,13076.429038097622,13912.027589695908,141.65299243889783,False,False
495,19800,13995.639536352779,13076.429038097622,13995.639536352779,83.61194665687103,False,False
496,19840,14053.87553641572,13076.429038097622,14053.87553641572,58.23600006294208,False,False
497,19880,14027.534406989436,13076.429038097622,14027.534406989436,-26.34112942628343,False,False
498,19920,13861.655326915534,13076.429038097622,13861.655326915534,-165.8790800739031,False,False
499,19960,13944.186190517908,13076.429038097622,13944.186190517908,82.53086360237396,False,False
500,20000,13943.486080543345,13076.429038097622,13943.486080543345,-0.7001099745636168,False,False
