iteration,temperature,current_cmax,best_cmax,candidate_cmax,delta,accepted,accepted_worse
4461,0.01,1297,1286,1339,42,False,False
4462,0.01,1297,1286,1368,71,False,False
4463,0.01,1297,1286,1388,91,False,False
4464,0.01,1297,1286,1424,127,False,False
4465,0.01,1297,1286,1361,64,False,False
4466,0.01,1297,1286,1297,0,True,False
4467,0.01,1297,1286,1339,42,False,False
4468,0.01,1297,1286,1354,57,False,False
4469,0.01,1297,1286,1328,31,False,False
4470,0.01,1297,1286,1344,47,False,False
4471,0.01,1297,1286,1303,6,False,False
4472,0.01,1297,1286,1374,77,False,False
4473,0.01,1297,1286,1393,96,False,False
4474,0.01,1297,1286,1337,40,False,False
4475,0.01,1297,1286,1367,70,False,False
4476,0.01,1297,1286,1419,122,False,False
4477,0.01,1297,1286,1297,0,True,False
4478,0.01,1297,1286,1339,42,False,False
4479,0.01,1297,1286,1416,119,False,False
4480,0.01,1297,1286,1331,34,False,False
4481,0.01,1297,1286,1390,93,False,False
4482,0.01,1297,1286,1335,38,False,False
4483,0.01,1297,1286,1328,31,False,False
4484,0.01,1297,1286,1396,99,False,False
4485,0.01,1297,1286,1307,10,False,False
4486,0.01,1297,1286,1413,116,False,False
4487,0.01,1297,1286,1342,45,False,False
4488,0.01,1297,1286,1347,50,False,False
4489,0.01,1297,1286,1307,10,False,False
4490,0.01,1297,1286,1377,80,False,False
4491,0.01,1297,1286,1428,131,False,False
4492,0.01,1297,1286,1319,22,False,False
4493,0.01,1297,1286,1338,41,False,False
4494,0.01,1297,1286,1397,100,False,False
4495,0.01,1297,1286,1328,31,False,False
4496,0.01,1297,1286,1364,67,False,False
4497,0.01,1297,1286,1297,0,True,False
4498,0.01,1297,1286,1297,0,True,False
4499,0.01,1297,1286,1331,34,False,False
4500,0.01,1297,1286,1319,22,False,False
4501,0.01,1297,1286,1297,0,True,False
4502,0.01,1297,1286,1297,0,True,False
4503,0.01,1297,1286,1332,35,False,False
4504,0.01,1297,1286,1364,67,False,False
4505,0.01,1297,1286,1387,90,False,False
4506,0.01,1297,1286,1341,44,False,False
4507,0.01,1297,1286,1360,63,False,False
4508,0.01,1297,1286,1371,74,False,False
4509,0.01,1297,1286,1312,15,False,False
4510,0.01,1297,1286,1346,49,False,False
4511,0.01,1297,1286,1361,64,False,False
4512,0.01,1297,1286,1333,36,False,False
4513,0.01,1297,1286,1379,82,False,False
4514,0.01,1297,1286,1391,94,False,False
4515,0.01,1297,1286,1328,31,False,False
4516,0.01,1297,1286,1368,71,False,False
4517,0.01,1297,1286,1333,36,False,False
4518,0.01,1297,1286,1298,1,False,False
4519,0.01,1297,1286,1332,35,False,False
4520,0.01,1297,1286,1309,12,False,False
4521,0.01,1297,1286,1297,0,True,False
4522,0.01,1297,1286,1297,0,True,False
4523,0.01,1297,1286,1297,0,True,False
4524,0.01,1297,1286,1297,0,True,False
4525,0.01,1297,1286,1298,1,False,False
4526,0.01,1297,1286,1396,99,False,False
4527,0.01,1297,1286,1342,45,False,False
4528,0.01,1297,1286,1339,42,False,False
4529,0.01,1297,1286,1371,74,False,False
4530,0.01,1297,1286,1343,46,False,False
4531,0.01,1297,1286,1322,25,False,False
4532,0.01,1297,1286,1319,22,False,False
4533,0.01,1297,1286,1322,25,False,False
4534,0.01,1297,1286,1387,90,False,False
4535,0.01,1297,1286,1314,17,False,False
4536,0.01,1297,1286,1319,22,False,False
4537,0.01,1297,1286,1348,51,False,False
4538,0.01,1297,1286,1381,84,False,False
4539,0.01,1297,1286,1297,0,True,False
4540,0.01,1297,1286,1350,53,False,False
4541,0.01,1297,1286,1316,19,False,False
4542,0.01,1297,1286,1382,85,False,False
4543,0.01,1297,1286,1370,73,False,False
4544,0.01,1297,1286,1416,119,False,False
4545,0.01,1297,1286,1373,76,False,False
4546,0.01,1297,1286,1319,22,False,False
4547,0.01,1297,1286,1339,42,False,False
4548,0.01,1297,1286,1344,47,False,False
4549,0.01,1297,1286,1361,64,False,False
4550,0.01,1297,1286,1327,30,False,False
4551,0.01,1297,1286,1396,99,False,False
4552,0.01,1297,1286,1391,94,False,False
4553,0.01,1297,1286,1332,35,False,False
4554,0.01,1297,1286,1297,0,True,False
4555,0.01,1297,1286,1303,6,False,False
4556,0.01,1297,1286,1340,43,False,False
4557,0.01,1297,1286,1304,7,False,False
4558,0.01,1297,1286,1390,93,False,False
4559,0.01,1297,1286,1340,43,False,False
4560,0.01,1297,1286,1333,36,False,False
4561,0.01,1297,1286,1434,137,False,False
4562,0.01,1297,1286,1306,9,False,False
4563,0.01,1297,1286,1297,0,True,False
4564,0.01,1297,1286,1421,124,False,False
4565,0.01,1297,1286,1374,77,False,False
4566,0.01,1297,1286,1447,150,False,False
4567,0.01,1297,1286,1399,102,False,False
4568,0.01,1297,1286,1396,99,False,False
4569,0.01,1297,1286,1363,66,False,False
4570,0.01,1297,1286,1297,0,True,False
4571,0.01,1297,1286,1351,54,False,False
4572,0.01,1297,1286,1332,35,False,False
4573,0.01,1297,1286,1337,40,False,False
4574,0.01,1297,1286,1335,38,False,False
4575,0.01,1297,1286,1325,28,False,False
4576,0.01,1297,1286,1297,0,True,False
4577,0.01,1297,1286,1327,30,False,False
4578,0.01,1297,1286,1297,0,True,False
4579,0.01,1297,1286,1329,32,False,False
4580,0.01,1297,1286,1343,46,False,False
4581,0.01,1297,1286,1297,0,True,False
4582,0.01,1297,1286,1375,78,False,False
4583,0.01,1297,1286,1365,68,False,False
4584,0.01,1297,1286,1297,0,True,False
4585,0.01,1297,1286,1335,38,False,False
4586,0.01,1297,1286,1331,34,False,False
4587,0.01,1297,1286,1297,0,True,False
4588,0.01,1297,1286,1300,3,False,False
4589,0.01,1297,1286,1338,41,False,False
4590,0.01,1297,1286,1321,24,False,False
4591,0.01,1297,1286,1349,52,False,False
4592,0.01,1297,1286,1329,32,False,False
4593,0.01,1297,1286,1346,49,False,False
4594,0.01,1297,1286,1377,80,False,False
4595,0.01,1297,1286,1358,61,False,False
4596,0.01,1297,1286,1319,22,False,False
4597,0.01,1297,1286,1316,19,False,False
4598,0.01,1297,1286,1300,3,False,False
4599,0.01,1297,1286,1307,10,False,False
4600,0.01,1297,1286,1332,35,False,False
4601,0.01,1297,1286,1423,126,False,False
4602,0.01,1297,1286,1337,40,False,False
4603,0.01,1297,1286,1329,32,False,False
4604,0.01,1297,1286,1327,30,False,False
4605,0.01,1297,1286,1297,0,True,False
4606,0.01,1297,1286,1355,58,False,False
4607,0.01,1297,1286,1338,41,False,False
4608,0.01,1297,1286,1297,0,True,False
4609,0.01,1297,1286,1307,10,False,False
4610,0.01,1297,1286,1345,48,False,False
4611,0.01,1297,1286,1298,1,False,False
4612,0.01,1297,1286,1297,0,True,False
4613,0.01,1297,1286,1362,65,False,False
4614,0.01,1297,1286,1410,113,False,False
4615,0.01,1297,1286,1297,0,True,False
4616,0.01,1297,1286,1417,120,False,False
4617,0.01,1297,1286,1297,0,True,False
4618,0.01,1297,1286,1402,105,False,False
4619,0.01,1297,1286,1297,0,True,False
4620,0.01,1297,1286,1398,101,False,False
4621,0.01,1297,1286,1321,24,False,False
4622,0.01,1297,1286,1383,86,False,False
4623,0.01,1297,1286,1408,111,False,False
4624,0.01,1297,1286,1297,0,True,False
4625,0.01,1297,1286,1297,0,True,False
4626,0.01,1297,1286,1469,172,False,False
4627,0.01,1297,1286,1322,25,False,False
4628,0.01,1297,1286,1369,72,False,False
4629,0.01,1297,1286,1297,0,True,False
4630,0.01,1297,1286,1408,111,False,False
4631,0.01,1297,1286,1297,0,True,False
4632,0.01,1297,1286,1318,21,False,False
4633,0.01,1297,1286,1387,90,False,False
4634,0.01,1297,1286,1319,22,False,False
4635,0.01,1297,1286,1349,52,False,False
4636,0.01,1297,1286,1297,0,True,False
4637,0.01,1297,1286,1416,119,False,False
4638,0.01,1297,1286,1375,78,False,False
4639,0.01,1297,1286,1332,35,False,False
4640,0.01,1297,1286,1297,0,True,False
4641,0.01,1297,1286,1297,0,True,False
4642,0.01,1297,1286,1334,37,False,False
4643,0.01,1297,1286,1316,19,False,False
4644,0.01,1297,1286,1321,24,False,False
4645,0.01,1297,1286,1322,25,False,False
4646,0.01,1297,1286,1346,49,False,False
4647,0.01,1297,1286,1337,40,False,False
4648,0.01,1297,1286,1302,5,False,False
4649,0.01,1297,1286,1343,46,False,False
4650,0.01,1297,1286,1354,57,False,False
4651,0.01,1297,1286,1346,49,False,False
4652,0.01,1297,1286,1343,46,False,False
4653,0.01,1297,1286,1369,72,False,False
4654,0.01,1297,1286,1377,80,False,False
4655,0.01,1297,1286,1373,76,False,False
4656,0.01,1297,1286,1331,34,False,False
4657,0.01,1297,1286,1297,0,True,False
4658,0.01,1297,1286,1302,5,False,False
4659,0.01,1297,1286,1313,16,False,False
4660,0.01,1297,1286,1367,70,False,False
4661,0.01,1297,1286,1299,2,False,False
4662,0.01,1297,1286,1366,69,False,False
4663,0.01,1297,1286,1318,21,False,False
4664,0.01,1297,1286,1297,0,True,False
4665,0.01,1297,1286,1297,0,True,False
4666,0.01,1297,1286,1334,37,False,False
4667,0.01,1297,1286,1301,4,False,False
4668,0.01,1297,1286,1307,10,False,False
4669,0.01,1297,1286,1425,128,False,False
4670,0.01,1297,1286,1313,16,False,False
4671,0.01,1297,1286,1306,9,False,False
4672,0.01,1297,1286,1311,14,False,False
4673,0.01,1297,1286,1404,107,False,False
4674,0.01,1297,1286,1417,120,False,False
4675,0.01,1297,1286,1339,42,False,False
4676,0.01,1297,1286,1367,70,False,False
4677,0.01,1297,1286,1306,9,False,False
4678,0.01,1297,1286,1329,32,False,False
4679,0.01,1297,1286,1339,42,False,False
4680,0.01,1297,1286,1433,136,False,False
4681,0.01,1297,1286,1379,82,False,False
4682,0.01,1297,1286,1379,82,False,False
4683,0.01,1297,1286,1306,9,False,False
4684,0.01,1297,1286,1346,49,False,False
4685,0.01,1297,1286,1351,54,False,False
4686,0.01,1297,1286,1376,79,False,False
4687,0.01,1297,1286,1305,8,False,False
4688,0.01,1297,1286,1349,52,False,False
4689,0.01,1297,1286,1381,84,False,False
4690,0.01,1297,1286,1297,0,True,False
4691,0.01,1297,1286,1353,56,False,False
4692,0.01,1297,1286,1396,99,False,False
4693,0.01,1297,1286,1297,0,True,False
4694,0.01,1297,1286,1361,64,False,False
4695,0.01,1297,1286,1364,67,False,False
4696,0.01,1297,1286,1297,0,True,False
4697,0.01,1297,1286,1344,47,False,False
4698,0.01,1297,1286,1299,2,False,False
4699,0.01,1297,1286,1351,54,False,False
4700,0.01,1297,1286,1297,0,True,False
4701,0.01,1297,1286,1297,0,True,False
4702,0.01,1297,1286,1362,65,False,False
4703,0.01,1297,1286,1362,65,False,False
4704,0.01,1297,1286,1354,57,False,False
4705,0.01,1297,1286,1321,24,False,False
4706,0.01,1297,1286,1342,45,False,False
4707,0.01,1297,1286,1297,0,True,False
4708,0.01,1297,1286,1398,101,False,False
4709,0.01,1297,1286,1360,63,False,False
4710,0.01,1297,1286,1416,119,False,False
4711,0.01,1297,1286,1424,127,False,False
4712,0.01,1297,1286,1344,47,False,False
4713,0.01,1297,1286,1297,0,True,False
4714,0.01,1297,1286,1305,8,False,False
4715,0.01,1297,1286,1417,120,False,False
4716,0.01,1297,1286,1396,99,False,False
4717,0.01,1297,1286,1401,104,False,False
4718,0.01,1297,1286,1297,0,True,False
4719,0.01,1297,1286,1338,41,False,False
4720,0.01,1297,1286,1353,56,False,False
4721,0.01,1297,1286,1304,7,False,False
4722,0.01,1297,1286,1329,32,False,False
4723,0.01,1297,1286,1372,75,False,False
4724,0.01,1297,1286,1347,50,False,False
4725,0.01,1297,1286,1401,104,False,False
4726,0.01,1297,1286,1342,45,False,False
4727,0.01,1297,1286,1297,0,True,False
4728,0.01,1297,1286,1297,0,True,False
4729,0.01,1297,1286,1297,0,True,False
4730,0.01,1297,1286,1334,37,False,False
4731,0.01,1297,1286,1321,24,False,False
4732,0.01,1297,1286,1399,102,False,False
4733,0.01,1297,1286,1297,0,True,False
4734,0.01,1297,1286,1305,8,False,False
4735,0.01,1297,1286,1308,11,False,False
4736,0.01,1297,1286,1306,9,False,False
4737,0.01,1297,1286,1311,14,False,False
4738,0.01,1297,1286,1329,32,False,False
4739,0.01,1297,1286,1297,0,True,False
4740,0.01,1297,1286,1307,10,False,False
4741,0.01,1297,1286,1406,109,False,False
4742,0.01,1297,1286,1307,10,False,False
4743,0.01,1297,1286,1397,100,False,False
4744,0.01,1297,1286,1348,51,False,False
4745,0.01,1297,1286,1297,0,True,False
4746,0.01,1297,1286,1355,58,False,False
4747,0.01,1297,1286,1344,47,False,False
4748,0.01,1297,1286,1324,27,False,False
4749,0.01,1297,1286,1320,23,False,False
4750,0.01,1297,1286,1403,106,False,False
4751,0.01,1297,1286,1301,4,False,False
4752,0.01,1297,1286,1306,9,False,False
4753,0.01,1297,1286,1361,64,False,False
4754,0.01,1297,1286,1408,111,False,False
4755,0.01,1297,1286,1297,0,True,False
4756,0.01,1297,1286,1297,0,True,False
4757,0.01,1297,1286,1329,32,False,False
4758,0.01,1297,1286,1297,0,True,False
4759,0.01,1297,1286,1297,0,True,False
4760,0.01,1297,1286,1376,79,False,False
4761,0.01,1297,1286,1349,52,False,False
4762,0.01,1297,1286,1297,0,True,False
4763,0.01,1297,1286,1373,76,False,False
4764,0.01,1297,1286,1323,26,False,False
4765,0.01,1297,1286,1354,57,False,False
4766,0.01,1297,1286,1344,47,False,False
4767,0.01,1297,1286,1328,31,False,False
4768,0.01,1297,1286,1306,9,False,False
4769,0.01,1297,1286,1329,32,False,False
4770,0.01,1297,1286,1341,44,False,False
4771,0.01,1297,1286,1340,43,False,False
4772,0.01,1297,1286,1297,0,True,False
4773,0.01,1297,1286,1325,28,False,False
4774,0.01,1297,1286,1408,111,False,False
4775,0.01,1297,1286,1332,35,False,False
4776,0.01,1297,1286,1349,52,False,False
4777,0.01,1297,1286,1301,4,False,False
4778,0.01,1297,1286,1358,61,False,False
4779,0.01,1297,1286,1297,0,True,False
4780,0.01,1297,1286,1321,24,False,False
4781,0.01,1297,1286,1297,0,True,False
4782,0.01,1297,1286,1297,0,True,False
4783,0.01,1297,1286,1297,0,True,False
4784,0.01,1297,1286,1330,33,False,False
4785,0.01,1297,1286,1297,0,True,False
4786,0.01,1297,1286,1297,0,True,False
4787,0.01,1297,1286,1324,27,False,False
4788,0.01,1297,1286,1297,0,True,False
4789,0.01,1297,1286,1349,52,False,False
4790,0.01,1297,1286,1297,0,True,False
4791,0.01,1297,1286,1361,64,False,False
4792,0.01,1297,1286,1363,66,False,False
4793,0.01,1297,1286,1297,0,True,False
4794,0.01,1297,1286,1326,29,False,False
4795,0.01,1297,1286,1297,0,True,False
4796,0.01,1297,1286,1377,80,False,False
4797,0.01,1297,1286,1344,47,False,False
4798,0.01,1297,1286,1297,0,True,False
4799,0.01,1297,1286,1336,39,False,False
4800,0.01,1297,1286,1318,21,False,False
4801,0.01,1297,1286,1366,69,False,False
4802,0.01,1297,1286,1297,0,True,False
4803,0.01,1297,1286,1297,0,True,False
4804,0.01,1297,1286,1297,0,True,False
4805,0.01,1297,1286,1377,80,False,False
4806,0.01,1297,1286,1309,12,False,False
4807,0.01,1297,1286,1310,13,False,False
4808,0.01,1297,1286,1311,14,False,False
4809,0.01,1297,1286,1328,31,False,False
4810,0.01,1297,1286,1358,61,False,False
4811,0.01,1297,1286,1311,14,False,False
4812,0.01,1297,1286,1355,58,False,False
4813,0.01,1297,1286,1297,0,True,False
4814,0.01,1297,1286,1297,0,True,False
4815,0.01,1297,1286,1344,47,False,False
4816,0.01,1297,1286,1340,43,False,False
4817,0.01,1297,1286,1297,0,True,False
4818,0.01,1297,1286,1297,0,True,False
4819,0.01,1297,1286,1297,0,True,False
4820,0.01,1297,1286,1396,99,False,False
4821,0.01,1297,1286,1362,65,False,False
4822,0.01,1297,1286,1327,30,False,False
4823,0.01,1297,1286,1297,0,True,False
4824,0.01,1297,1286,1297,0,True,False
4825,0.01,1297,1286,1319,22,False,False
4826,0.01,1297,1286,1297,0,True,False
4827,0.01,1297,1286,1300,3,False,False
4828,0.01,1297,1286,1297,0,True,False
4829,0.01,1297,1286,1317,20,False,False
4830,0.01,1297,1286,1297,0,True,False
4831,0.01,1297,1286,1401,104,False,False
4832,0.01,1297,1286,1419,122,False,False
4833,0.01,1297,1286,1315,18,False,False
4834,0.01,1297,1286,1379,82,False,False
4835,0.01,1297,1286,1329,32,False,False
4836,0.01,1297,1286,1297,0,True,False
4837,0.01,1297,1286,1332,35,False,False
4838,0.01,1297,1286,1321,24,False,False
4839,0.01,1297,1286,1297,0,True,False
4840,0.01,1297,1286,1348,51,False,False
4841,0.01,1297,1286,1358,61,False,False
4842,0.01,1297,1286,1339,42,False,False
4843,0.01,1297,1286,1297,0,True,False
4844,0.01,1297,1286,1324,27,False,False
4845,0.01,1297,1286,1359,62,False,False
4846,0.01,1297,1286,1362,65,False,False
4847,0.01,1297,1286,1407,110,False,False
4848,0.01,1297,1286,1297,0,True,False
4849,0.01,1297,1286,1396,99,False,False
4850,0.01,1297,1286,1303,6,False,False
4851,0.01,1297,1286,1342,45,False,False
4852,0.01,1297,1286,1314,17,False,False
4853,0.01,1297,1286,1297,0,True,False
4854,0.01,1297,1286,1319,22,False,False
4855,0.01,1297,1286,1377,80,False,False
4856,0.01,1297,1286,1376,79,False,False
4857,0.01,1297,1286,1320,23,False,False
4858,0.01,1297,1286,1379,82,False,False
4859,0.01,1297,1286,1297,0,True,False
4860,0.01,1297,1286,1297,0,True,False
4861,0.01,1297,1286,1418,121,False,False
4862,0.01,1297,1286,1411,114,False,False
4863,0.01,1297,1286,1320,23,False,False
4864,0.01,1297,1286,1346,49,False,False
4865,0.01,1297,1286,1297,0,True,False
4866,0.01,1297,1286,1356,59,False,False
4867,0.01,1297,1286,1331,34,False,False
4868,0.01,1297,1286,1302,5,False,False
4869,0.01,1297,1286,1317,20,False,False
4870,0.01,1297,1286,1366,69,False,False
4871,0.01,1297,1286,1315,18,False,False
4872,0.01,1297,1286,1334,37,False,False
4873,0.01,1297,1286,1297,0,True,False
4874,0.01,1297,1286,1297,0,True,False
4875,0.01,1297,1286,1344,47,False,False
4876,0.01,1297,1286,1343,46,False,False
4877,0.01,1297,1286,1300,3,False,False
4878,0.01,1297,1286,1453,156,False,False
4879,0.01,1297,1286,1357,60,False,False
4880,0.01,1297,1286,1386,89,False,False
4881,0.01,1297,1286,1406,109,False,False
4882,0.01,1297,1286,1338,41,False,False
4883,0.01,1297,1286,1307,10,False,False
4884,0.01,1297,1286,1336,39,False,False
4885,0.01,1297,1286,1339,42,False,False
4886,0.01,1297,1286,1363,66,False,False
4887,0.01,1297,1286,1331,34,False,False
4888,0.01,1297,1286,1390,93,False,False
4889,0.01,1297,1286,1297,0,True,False
4890,0.01,1297,1286,1352,55,False,False
4891,0.01,1297,1286,1319,22,False,False
4892,0.01,1297,1286,1297,0,True,False
4893,0.01,1297,1286,1324,27,False,False
4894,0.01,1297,1286,1297,0,True,False
4895,0.01,1297,1286,1297,0,True,False
4896,0.01,1297,1286,1359,62,False,False
4897,0.01,1297,1286,1314,17,False,False
4898,0.01,1297,1286,1323,26,False,False
4899,0.01,1297,1286,1318,21,False,False
4900,0.01,1297,1286,1460,163,False,False
4901,0.01,1297,1286,1354,57,False,False
4902,0.01,1297,1286,1299,2,False,False
4903,0.01,1297,1286,1324,27,False,False
4904,0.01,1297,1286,1313,16,False,False
4905,0.01,1297,1286,1359,62,False,False
4906,0.01,1297,1286,1359,62,False,False
4907,0.01,1297,1286,1324,27,False,False
4908,0.01,1297,1286,1460,163,False,False
4909,0.01,1297,1286,1346,49,False,False
4910,0.01,1297,1286,1331,34,False,False
4911,0.01,1297,1286,1297,0,True,False
4912,0.01,1297,1286,1331,34,False,False
4913,0.01,1297,1286,1338,41,False,False
4914,0.01,1297,1286,1355,58,False,False
4915,0.01,1297,1286,1335,38,False,False
4916,0.01,1297,1286,1316,19,False,False
4917,0.01,1297,1286,1303,6,False,False
4918,0.01,1297,1286,1297,0,True,False
4919,0.01,1297,1286,1353,56,False,False
4920,0.01,1297,1286,1297,0,True,False
4921,0.01,1297,1286,1353,56,False,False
4922,0.01,1297,1286,1299,2,False,False
4923,0.01,1297,1286,1321,24,False,False
4924,0.01,1297,1286,1361,64,False,False
4925,0.01,1297,1286,1297,0,True,False
4926,0.01,1297,1286,1317,20,False,False
4927,0.01,1297,1286,1325,28,False,False
4928,0.01,1297,1286,1297,0,True,False
4929,0.01,1297,1286,1352,55,False,False
4930,0.01,1297,1286,1323,26,False,False
4931,0.01,1297,1286,1297,0,True,False
4932,0.01,1297,1286,1311,14,False,False
4933,0.01,1297,1286,1403,106,False,False
4934,0.01,1297,1286,1297,0,True,False
4935,0.01,1297,1286,1409,112,False,False
4936,0.01,1297,1286,1398,101,False,False
4937,0.01,1297,1286,1303,6,False,False
4938,0.01,1297,1286,1328,31,False,False
4939,0.01,1297,1286,1333,36,False,False
4940,0.01,1297,1286,1317,20,False,False
4941,0.01,1297,1286,1297,0,True,False
4942,0.01,1297,1286,1315,18,False,False
4943,0.01,1297,1286,1297,0,True,False
4944,0.01,1297,1286,1302,5,False,False
4945,0.01,1297,1286,1303,6,False,False
4946,0.01,1297,1286,1297,0,True,False
4947,0.01,1297,1286,1328,31,False,False
4948,0.01,1297,1286,1396,99,False,False
4949,0.01,1297,1286,1352,55,False,False
4950,0.01,1297,1286,1303,6,False,False
4951,0.01,1297,1286,1343,46,False,False
4952,0.01,1297,1286,1302,5,False,False
4953,0.01,1297,1286,1354,57,False,False
4954,0.01,1297,1286,1338,41,False,False
4955,0.01,1297,1286,1323,26,False,False
4956,0.01,1297,1286,1418,121,False,False
4957,0.01,1297,1286,1334,37,False,False
4958,0.01,1297,1286,1386,89,False,False
4959,0.01,1297,1286,1297,0,True,False
4960,0.01,1297,1286,1303,6,False,False
4961,0.01,1297,1286,1297,0,True,False
4962,0.01,1297,1286,1300,3,False,False
4963,0.01,1297,1286,1312,15,False,False
4964,0.01,1297,1286,1320,23,False,False
4965,0.01,1297,1286,1327,30,False,False
4966,0.01,1297,1286,1349,52,False,False
4967,0.01,1297,1286,1312,15,False,False
4968,0.01,1297,1286,1338,41,False,False
4969,0.01,1297,1286,1304,7,False,False
4970,0.01,1297,1286,1297,0,True,False
4971,0.01,1297,1286,1387,90,False,False
4972,0.01,1297,1286,1297,0,True,False
4973,0.01,1297,1286,1327,30,False,False
4974,0.01,1297,1286,1361,64,False,False
4975,0.01,1297,1286,1355,58,False,False
4976,0.01,1297,1286,1355,58,False,False
4977,0.01,1297,1286,1297,0,True,False
4978,0.01,1297,1286,1396,99,False,False
4979,0.01,1297,1286,1340,43,False,False
4980,0.01,1297,1286,1347,50,False,False
4981,0.01,1297,1286,1387,90,False,False
4982,0.01,1297,1286,1333,36,False,False
4983,0.01,1297,1286,1341,44,False,False
4984,0.01,1297,1286,1308,11,False,False
4985,0.01,1297,1286,1297,0,True,False
4986,0.01,1297,1286,1356,59,False,False
4987,0.01,1297,1286,1319,22,False,False
4988,0.01,1297,1286,1385,88,False,False
4989,0.01,1297,1286,1297,0,True,False
4990,0.01,1297,1286,1297,0,True,False
4991,0.01,1297,1286,1341,44,False,False
4992,0.01,1297,1286,1328,31,False,False
4993,0.01,1297,1286,1297,0,True,False
4994,0.01,1297,1286,1297,0,True,False
4995,0.01,1297,1286,1338,41,False,False
4996,0.01,1297,1286,1349,52,False,False
4997,0.01,1297,1286,1305,8,False,False
4998,0.01,1297,1286,1327,30,False,False
4999,0.01,1297,1286,1342,45,False,False
5000,0.01,1297,1286,1374,77,False,False
5001,0.01,1297,1286,1297,0,True,False
5002,0.01,1297,1286,1355,58,False,False
5003,0.01,1297,1286,1297,0,True,False
5004,0.01,1297,1286,1297,0,True,False
5005,0.01,1297,1286,1349,52,False,False
5006,0.01,1297,1286,1320,23,False,False
5007,0.01,1297,1286,1416,119,False,False
5008,0.01,1297,1286,1299,2,False,False
5009,0.01,1297,1286,1318,21,False,False
5010,0.01,1297,1286,1373,76,False,False
5011,0.01,1297,1286,1382,85,False,False
5012,0.01,1297,1286,1312,15,False,False
5013,0.01,1297,1286,1301,4,False,False
5014,0.01,1297,1286,1334,37,False,False
5015,0.01,1297,1286,1331,34,False,False
5016,0.01,1297,1286,1376,79,False,False
5017,0.01,1297,1286,1297,0,True,False
5018,0.01,1297,1286,1321,24,False,False
5019,0.01,1297,1286,1360,63,False,False
5020,0.01,1297,1286,1324,27,False,False
5021,0.01,1297,1286,1323,26,False,False
5022,0.01,1297,1286,1324,27,False,False
5023,0.01,1297,1286,1320,23,False,False
5024,0.01,1297,1286,1305,8,False,False
5025,0.01,1297,1286,1331,34,False,False
5026,0.01,1297,1286,1407,110,False,False
5027,0.01,1297,1286,1377,80,False,False
5028,0.01,1297,1286,1326,29,False,False
5029,0.01,1297,1286,1307,10,False,False
5030,0.01,1297,1286,1331,34,False,False
5031,0.01,1297,1286,1297,0,True,False
5032,0.01,1297,1286,1365,68,False,False
5033,0.01,1297,1286,1317,20,False,False
5034,0.01,1297,1286,1297,0,True,False
5035,0.01,1297,1286,1350,53,False,False
5036,0.01,1297,1286,1349,52,False,False
5037,0.01,1297,1286,1338,41,False,False
5038,0.01,1297,1286,1297,0,True,False
5039,0.01,1297,1286,1358,61,False,False
5040,0.01,1297,1286,1297,0,True,False
5041,0.01,1297,1286,1297,0,True,False
5042,0.01,1297,1286,1343,46,False,False
5043,0.01,1297,1286,1390,93,False,False
5044,0.01,1297,1286,1331,34,False,False
5045,0.01,1297,1286,1335,38,False,False
5046,0.01,1297,1286,1297,0,True,False
5047,0.01,1297,1286,1321,24,False,False
5048,0.01,1297,1286,1331,34,False,False
5049,0.01,1297,1286,1297,0,True,False
5050,0.01,1297,1286,1362,65,False,False
5051,0.01,1297,1286,1304,7,False,False
5052,0.01,1297,1286,1297,0,True,False
5053,0.01,1297,1286,1387,90,False,False
5054,0.01,1297,1286,1351,54,False,False
5055,0.01,1297,1286,1383,86,False,False
5056,0.01,1297,1286,1372,75,False,False
5057,0.01,1297,1286,1357,60,False,False
5058,0.01,1297,1286,1373,76,False,False
5059,0.01,1297,1286,1297,0,True,False
5060,0.01,1297,1286,1388,91,False,False
5061,0.01,1297,1286,1320,23,False,False
5062,0.01,1297,1286,1388,91,False,False
5063,0.01,1297,1286,1312,15,False,False
5064,0.01,1297,1286,1340,43,False,False
5065,0.01,1297,1286,1352,55,False,False
5066,0.01,1297,1286,1297,0,True,False
5067,0.01,1297,1286,1297,0,True,False
5068,0.01,1297,1286,1299,2,False,False
5069,0.01,1297,1286,1395,98,False,False
5070,0.01,1297,1286,1297,0,True,False
5071,0.01,1297,1286,1304,7,False,False
5072,0.01,1297,1286,1324,27,False,False
5073,0.01,1297,1286,1377,80,False,False
5074,0.01,1297,1286,1297,0,True,False
5075,0.01,1297,1286,1364,67,False,False
5076,0.01,1297,1286,1322,25,False,False
5077,0.01,1297,1286,1306,9,False,False
5078,0.01,1297,1286,1354,57,False,False
5079,0.01,1297,1286,1297,0,True,False
5080,0.01,1297,1286,1352,55,False,False
5081,0.01,1297,1286,1297,0,True,False
5082,0.01,1297,1286,1298,1,False,False
5083,0.01,1297,1286,1303,6,False,False
5084,0.01,1297,1286,1328,31,False,False
5085,0.01,1297,1286,1297,0,True,False
5086,0.01,1297,1286,1392,95,False,False
5087,0.01,1297,1286,1336,39,False,False
5088,0.01,1297,1286,1336,39,False,False
5089,0.01,1297,1286,1297,0,True,False
5090,0.01,1297,1286,1325,28,False,False
5091,0.01,1297,1286,1297,0,True,False
5092,0.01,1297,1286,1343,46,False,False
5093,0.01,1297,1286,1377,80,False,False
5094,0.01,1297,1286,1345,48,False,False
